scout,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome_x,foto,posicao,status,id,clube_nome,clube_sigla
{},0,115840,1,294,1,6,0,0.0,0.0,1.0,False,benassi,Benassi,Benassi,João Victor Silva Benassi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Goleiro,Nulo,294,CFC,CFC
{},0,141337,1,294,2,6,0,0.0,0.0,1.0,False,lucas-taverna,Lucas Taverna,L. Taverna,Lucas Taverna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Lateral,Nulo,294,CFC,CFC
{},0,125551,1,294,4,6,0,0.0,0.0,2.0,False,jean-gabriel,Jean Gabriel,J. Gabriel,Jean Gabriel Silveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Nulo,294,CFC,CFC
{},0,131279,1,294,5,6,0,0.0,0.0,1.0,False,thiago-azaf,Thiago Azaf,T. Azaf,Thiago Azaf Siqueira Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Atacante,Nulo,294,CFC,CFC
"{'DE': 9, 'FS': 2, 'GS': 1}",1,125803,1,294,1,7,0,11.7,3.01,9.01,True,pedro-morisco,Pedro Morisco,P. Morisco,Pedro Luccas Morisco da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Goleiro,Provável,294,CFC,CFC
{},0,130283,1,294,4,6,0,0.0,0.0,1.0,False,matheus-dias,Matheus Dias,M. Dias,Matheus Dalsasso Dias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Nulo,294,CFC,CFC
"{'DE': 4, 'GS': 2}",1,82730,1,364,1,7,0,3.2,0.39,4.39,True,marcelo-rangel,Marcelo Rangel,M. Rangel,Marcelo Rangel da Rosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Goleiro,Provável,364,REM,REM
{},0,88065,1,364,2,6,0,0.0,0.0,4.0,False,jorge,Jorge,Jorge,Jorge Marco de Oliveira Moraes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Lateral,Nulo,364,REM,REM
{},0,84708,1,364,4,6,0,0.0,0.0,3.0,False,panagiotis-tachtsidis,Panagiotis Tachtsidis,P. Tachtsidis,Panagiotis Tachtsidis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Nulo,364,REM,REM
{},0,90846,1,364,3,6,0,0.0,0.0,4.0,False,klaus,Klaus,Klaus,William Klaus - Willian,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Zagueiro,Nulo,364,REM,REM
{},0,83074,1,364,1,6,0,0.0,0.0,3.0,False,ygor-vinhas,Ygor Vinhas,Y. Vinhas,Ygor Vinhas Oliveira Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Goleiro,Nulo,364,REM,REM
{'DS': 1},1,97735,1,364,4,6,0,1.5,-0.02,2.98,True,giovanni-pavani,Giovanni Pavani,G. Pavani,Giovanni Fernando Confreste Pavani - Cofreste,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Nulo,364,REM,REM
{},1,97795,1,364,2,6,0,0.0,-0.55,2.45,True,marcelinho,Marcelinho,Marcelinho,Marcelo Rodrigues Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Lateral,Nulo,364,REM,REM
"{'FC': 1, 'FS': 4}",1,98224,1,364,4,5,0,1.7,-0.13,3.87,True,jaderson,Jáderson,Jáderson,Jaderson Flores dos Reis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Contundido,364,REM,REM
{},0,85315,1,364,4,6,0,0.0,0.0,5.0,False,cantillo,Cantillo,Cantillo,Víctor Danilo Cantillo Jiménez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Nulo,364,REM,REM
{},0,95555,1,364,2,5,0,0.0,0.0,4.0,False,savio,Sávio,Sávio,Sávio Antônio Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Lateral,Contundido,364,REM,REM
{},0,96831,1,364,5,6,0,0.0,0.0,4.0,False,carlinhos,Carlinhos,Carlinhos,Carlos Moisés de Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Atacante,Nulo,364,REM,REM
"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 1}",1,104257,1,364,2,7,0,2.2,-0.14,4.86,True,joao-lucas,João Lucas,J. Lucas,João Lucas de Almeida Carvalho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Lateral,Provável,364,REM,REM
"{'DS': 1, 'I': 1}",1,107700,1,364,5,6,0,1.4,0.13,2.13,True,eduardo-melo,Eduardo Melo,E. Melo,Eduardo de Queiroz Melo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Atacante,Nulo,364,REM,REM
{},0,101717,1,364,5,6,0,0.0,0.0,4.0,False,marrony,Marrony,Marrony,Marrony da Silva Liberato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Atacante,Nulo,364,REM,REM
{},0,111945,1,364,4,7,0,0.0,0.0,4.0,False,diego-hernandez,Diego Hernández,D. Hernández,Diego Manuel Hernández González,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Provável,364,REM,REM
{},0,117338,1,364,4,6,0,0.0,0.0,2.0,False,yago-ferreira,Yago Ferreira,Y. Ferreira,Yago de Paula Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Nulo,364,REM,REM
{},0,143455,1,364,4,6,0,0.0,0.0,2.0,False,ph-gama,PH Gama,P. Gama,Darilson Gama Amador,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Nulo,364,REM,REM
"{'CA': 1, 'DS': 1, 'FC': 1, 'FF': 2}",1,107172,1,364,4,7,0,1.8,-0.28,4.72,True,patrick-de-paula,Patrick de Paula,P. Paula,Patrick de Paula Carreiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Provável,364,REM,REM
{},0,113125,1,364,4,7,0,0.0,0.0,5.0,False,picco,Picco,Picco,Leonel Marcelo Picco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Provável,364,REM,REM
"{'DS': 1, 'FC': 3}",1,122441,1,364,3,6,0,0.6,-0.15,1.85,True,kayky-almeida,Kayky Almeida,K. Almeida,Kayky Henrique Almeida Brandão da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Zagueiro,Nulo,364,REM,REM
"{'CA': 1, 'DS': 1, 'FC': 3, 'FS': 1}",1,102911,1,364,4,7,0,0.1,-0.51,2.49,True,ze-ricardo,Zé Ricardo,Z. Ricardo,José Ricardo Araújo Fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Meia,Provável,364,REM,REM
{},0,145782,1,364,3,6,0,0.0,0.0,3.0,False,cristian-tassano,Cristian Tassano,C. Tassano,Cristian Marcelo González Tassano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Zagueiro,Nulo,364,REM,REM
